epoch,step,train/dice,train/loss,train/loss_bnd,train/loss_dice,train/loss_pts,train/loss_pts_coord,train/loss_pts_hm,train/loss_seg,train/offset_gain_eff,train/sigma_max,train/sigma_min,train/w_bnd_eff,train/w_pts_eff,train/w_seg_eff,val/dice,val/loss,val/loss_bnd,val/loss_dice,val/loss_pts,val/loss_pts_coord,val/loss_pts_hm,val/loss_seg,val/offset_gain_eff,val/pt_vis_count,val/sigma_max,val/sigma_min,val/w_bnd_eff,val/w_pts_eff,val/w_seg_eff,val_balance_score,val_dice_epoch,val_pt_err_px
0,185,0.4989822506904602,5.326365947723389,0.05912979692220688,0.5010177493095398,1.8704885244369507,18.31232452392578,0.039255984127521515,0.27641561627388,0.5,1.4849873781204224,1.4664263725280762,1.1219791173934937,0.9366849064826965,1.0548771619796753,0.7155718803405762,4.310708045959473,0.013224469497799873,0.2844281494617462,1.2526146173477173,12.235116004943848,0.029103048145771027,0.18616774678230286,0.5,0.9969135522842407,1.4791600704193115,1.4517275094985962,1.267404317855835,0.9376667141914368,1.2158887386322021,0.5496231913566589,0.7155718803405762,23.25572395324707
1,371,0.8276500105857849,3.6309707164764404,0.005787660367786884,0.1723499447107315,0.9485371112823486,9.28772258758545,0.019764767959713936,0.08437944948673248,0.5,1.4879447221755981,1.4464905261993408,1.4282797574996948,1.0190068483352661,1.4062254428863525,0.8478854298591614,3.489544153213501,0.005993850529193878,0.15211451053619385,0.9139089584350586,8.990852355957031,0.01482369378209114,0.10880283266305923,0.5,0.9969135522842407,1.495253086090088,1.4352517127990723,1.5982880592346191,1.0916252136230469,1.587871789932251,0.6618555188179016,0.8478854298591614,16.122577667236328
2,557,0.8794293999671936,3.1391358375549316,0.0035907216370105743,0.1205706000328064,0.7729364037513733,7.6297173500061035,0.009964721277356148,0.067215695977211,0.5,1.4919625520706177,1.429734468460083,1.784375786781311,1.157575011253357,1.7605351209640503,0.8360792994499207,3.3489081859588623,0.004544171504676342,0.16392070055007935,0.8883993029594421,8.81230640411377,0.007168597541749477,0.10482356697320938,0.5,0.9969135522842407,1.4999768733978271,1.4214693307876587,1.9684815406799316,1.206898808479309,1.9159897565841675,0.6585232615470886,0.8360792994499207,15.497895240783691
3,743,0.889518141746521,2.9353272914886475,0.003180996747687459,0.11048183590173721,0.7238768935203552,7.183877468109131,0.005489157047122717,0.06212764233350754,0.5,1.4558043479919434,1.4166234731674194,2.1526896953582764,1.228163242340088,2.0320069789886475,0.859836220741272,2.9628093242645264,0.0040683564729988575,0.1401638239622116,0.7245829701423645,7.194737911224365,0.005109118763357401,0.06502672284841537,0.5,0.9969135522842407,1.462636947631836,1.4182894229888916,2.3465187549591064,1.257389783859253,2.148608684539795,0.6967576742172241,0.859836220741272,12.117050170898438
4,929,0.8977877497673035,2.771530866622925,0.003029945772141218,0.10221225023269653,0.67220538854599,6.689139366149902,0.003291346598416567,0.058388855308294296,0.5,1.4712380170822144,1.4212826490402222,2.553318738937378,1.2777801752090454,2.2423038482666016,0.8779897093772888,2.93660044670105,0.004041426815092564,0.12201028317213058,0.7572382688522339,7.544856548309326,0.0027526344638317823,0.08050647377967834,0.5,0.9969135522842407,1.4786845445632935,1.4238992929458618,2.7619426250457764,1.2841297388076782,2.3228530883789062,0.6996262669563293,0.8779897093772888,13.14380168914795
5,1115,0.9027611613273621,2.6555604934692383,0.0028808950446546078,0.09723886847496033,0.6382647156715393,6.362853527069092,0.0019793533720076084,0.05510454624891281,0.5,1.48616623878479,1.4259344339370728,2.9849236011505127,1.307234764099121,2.38791823387146,0.8695924878120422,2.864190101623535,0.003937283530831337,0.13040752708911896,0.7131848335266113,7.115498065948486,0.001635011867620051,0.07982132583856583,0.5,0.9969135522842407,1.4929577112197876,1.4281823635101318,3.2133822441101074,1.3301663398742676,2.4465463161468506,0.7048757672309875,0.8695924878120422,11.843564987182617
6,1301,0.9056696891784668,2.5788156986236572,0.0027979945298284292,0.09433040767908096,0.6197530031204224,6.184548854827881,0.0012981626205146313,0.05304751917719841,0.5,1.4940086603164673,1.4263699054718018,3.4474434852600098,1.3384090662002563,2.485642433166504,0.8642880320549011,3.0511691570281982,0.0038109389133751392,0.13571198284626007,0.8952259421348572,8.941329956054688,0.001093020080588758,0.074330635368824,0.5,0.9969135522842407,1.4952402114868164,1.4225801229476929,3.6812236309051514,1.3378158807754517,2.512244701385498,0.6712377667427063,0.8642880320549011,16.201173782348633
7,1487,0.9081994891166687,2.529500961303711,0.0027081824373453856,0.09180046617984772,0.6128355264663696,6.117831230163574,0.0010524054523557425,0.05165797472000122,0.5,1.4672865867614746,1.410297155380249,3.9064078330993652,1.3421474695205688,2.544692277908325,0.8797227144241333,2.767718553543091,0.0038344007916748524,0.1202773004770279,0.7417873740196228,7.409121990203857,0.0008752261055633426,0.05999269708991051,0.5,0.9969135522842407,1.4421449899673462,1.3941296339035034,4.143980503082275,1.3497673273086548,2.5592401027679443,0.703376054763794,0.8797227144241333,12.786511421203613
8,1673,0.9099384546279907,2.4854323863983154,0.0026558837853372097,0.09006159752607346,0.6039485931396484,6.031740665435791,0.0007744370377622545,0.05003166198730469,0.5,1.4409196376800537,1.3950562477111816,4.385838508605957,1.3599281311035156,2.582756996154785,0.8839138746261597,2.8126888275146484,0.0037474180571734905,0.11608616262674332,0.8021281957626343,8.015069007873535,0.0006213256274349988,0.061136022210121155,0.5,0.9969135522842407,1.4393588304519653,1.396213173866272,4.639766216278076,1.3522173166275024,2.5960001945495605,0.6983768343925476,0.8839138746261597,13.805481910705566
9,1859,0.9126657247543335,2.4281461238861084,0.0026477710343897343,0.0873342752456665,0.5829352736473083,5.823072910308838,0.0006280284142121673,0.04861082509160042,0.5,1.4369122982025146,1.3980135917663574,4.90957498550415,1.3686895370483398,2.6221494674682617,0.8772391676902771,2.7840113639831543,0.003729054471477866,0.12276085466146469,0.7466061115264893,7.459982872009277,0.0006077763391658664,0.07506532222032547,0.5,0.9969135522842407,1.4344135522842407,1.3995423316955566,5.186234474182129,1.3723481893539429,2.6219303607940674,0.7020686864852905,0.8772391676902771,12.762819290161133
10,2045,0.9150168895721436,2.391597270965576,0.0026228618808090687,0.08498312532901764,0.5760636925697327,5.755570411682129,0.0005067214369773865,0.0468735434114933,0.5,1.4321237802505493,1.4004807472229004,5.464414596557617,1.3799408674240112,2.6418843269348145,0.8821156024932861,2.7602436542510986,0.003536812262609601,0.11788442730903625,0.7728954553604126,7.72365665435791,0.0005297799943946302,0.06233762577176094,0.5,0.9969135522842407,1.431634545326233,1.4005792140960693,5.748847007751465,1.3872886896133423,2.677921772003174,0.7025972008705139,0.8821156024932861,13.077653884887695
11,2231,0.9169246554374695,2.357898235321045,0.0025671462062746286,0.08307530730962753,0.5656023025512695,5.651510715484619,0.0004511765146162361,0.04626774042844772,0.5,1.4311476945877075,1.4004743099212646,6.041957855224609,1.394303798675537,2.703399896621704,0.8798738121986389,2.7339413166046143,0.0035880047362297773,0.12012621015310287,0.7554529905319214,7.550154209136963,0.00043752987403422594,0.06144532933831215,0.5,0.9969135522842407,1.430777907371521,1.4010530710220337,6.335559844970703,1.402862310409546,2.7064998149871826,0.7025185227394104,0.8798738121986389,12.910266876220703
12,2417,0.9221045970916748,2.2815558910369873,0.0024473555386066437,0.0778953805565834,0.5319858193397522,5.316216468811035,0.00036416290095075965,0.04233076050877571,0.5,1.4299076795578003,1.4008877277374268,6.48646879196167,1.4215781688690186,2.7211215496063232,0.8858762383460999,2.6954867839813232,0.0034936629235744476,0.11412376910448074,0.7317047715187073,7.313961505889893,0.00030860956758260727,0.06375234574079514,0.5,0.9969135522842407,1.4286272525787354,1.4002145528793335,6.64491605758667,1.4307490587234497,2.753815174102783,0.7108892798423767,0.8858762383460999,12.301074028015137
13,2603,0.9255647659301758,2.236701250076294,0.002425151877105236,0.07443523406982422,0.5138626098632812,5.135575294494629,0.00030508299823850393,0.040161069482564926,0.5,1.4269750118255615,1.3994929790496826,6.80581521987915,1.448417067527771,2.781639814376831,0.8859411478042603,2.673290729522705,0.0034772600047290325,0.11405885219573975,0.7100132703781128,7.09732723236084,0.00028051555273123085,0.06516757607460022,0.5,0.9969135522842407,1.425029993057251,1.3987693786621094,6.971085548400879,1.4543321132659912,2.809802293777466,0.7137800455093384,0.8859411478042603,11.952049255371094
14,2789,0.927165687084198,2.221078872680664,0.002433618064969778,0.07283434271812439,0.510571300983429,5.10282564163208,0.0002886728325393051,0.03962978348135948,0.5,1.422959804534912,1.3975783586502075,7.139095783233643,1.4607981443405151,2.8342034816741943,0.8850467801094055,2.686861276626587,0.0034861010499298573,0.11495319753885269,0.7121289372444153,7.118550777435303,0.0002739836636465043,0.0681251510977745,0.5,0.9969135522842407,1.4209626913070679,1.3958756923675537,7.311178684234619,1.4653011560440063,2.8502421379089355,0.7113431096076965,0.8850467801094055,12.18339729309082
15,2975,0.9286930561065674,2.198542833328247,0.002392550464719534,0.07130691409111023,0.5028826594352722,5.02616024017334,0.00026666236226446927,0.03802221268415451,0.5,1.4185295104980469,1.391102910041809,7.380090236663818,1.4754376411437988,2.865798234939575,0.8920400738716125,2.67341947555542,0.0033988377545028925,0.10795990377664566,0.7203020453453064,7.20059061050415,0.00024299748474732041,0.06571076810359955,0.5,0.9969135522842407,1.4156129360198975,1.3858814239501953,7.38905668258667,1.4731347560882568,2.8868391513824463,0.7159958481788635,0.8920400738716125,12.12734603881836
16,3161,0.92975252866745,2.187652111053467,0.002376167569309473,0.07024744898080826,0.49740684032440186,4.971690654754639,0.00023775272711645812,0.03793546184897423,0.5,1.4122157096862793,1.3803257942199707,7.389006614685059,1.4805793762207031,2.9048521518707275,0.8899664282798767,2.6501803398132324,0.0034017234575003386,0.1100335344672203,0.6997923254966736,6.9955902099609375,0.00023327798407990485,0.06395496428012848,0.5,0.9969135522842407,1.408715844154358,1.374389410018921,7.389017581939697,1.4802085161209106,2.915398120880127,0.7195592522621155,0.8899664282798767,11.55411434173584
17,3347,0.9312868714332581,2.1733527183532715,0.0023914368357509375,0.06871310621500015,0.4931347668170929,4.928998947143555,0.00023489481827709824,0.03656119480729103,0.5,1.4057058095932007,1.3680346012115479,7.389011859893799,1.4867444038391113,2.9383621215820312,0.8859915733337402,2.7227542400360107,0.003497252007946372,0.11400837451219559,0.7246167063713074,7.243983745574951,0.00021830230252817273,0.07218865305185318,0.5,0.9969135522842407,1.402241587638855,1.3615673780441284,7.38905668258667,1.4879599809646606,2.944288492202759,0.7109317183494568,0.8859915733337402,12.304404258728027
18,3533,0.9322682023048401,2.1629743576049805,0.0023093721829354763,0.06773176789283752,0.48901084065437317,4.887908458709717,0.00021999928867444396,0.03596652299165726,0.6000000238418579,1.3985110521316528,1.3549002408981323,7.389016628265381,1.494340181350708,2.964038372039795,0.8793359398841858,2.7846498489379883,0.003527527442201972,0.12066403776407242,0.7305249571800232,7.303010940551758,0.00022394619008991867,0.08246663957834244,0.6000000238418579,0.9969135522842407,1.3946022987365723,1.3476791381835938,7.38905668258667,1.4947220087051392,2.9718666076660156,0.7062126994132996,0.8793359398841858,12.395021438598633
19,3719,0.9333920478820801,2.150407075881958,0.002284809947013855,0.0666079893708229,0.48417434096336365,4.8396220207214355,0.0002120982826454565,0.035092975944280624,0.699999988079071,1.390756368637085,1.340192198753357,7.389008045196533,1.500939965248108,2.998297691345215,0.8885489702224731,2.7032623291015625,0.0033857403323054314,0.11145104467868805,0.7195500135421753,7.1935577392578125,0.00019424680795054883,0.06818776577711105,0.7000000476837158,0.9969135522842407,1.3869214057922363,1.3318418264389038,7.38905668258667,1.502449631690979,2.99523663520813,0.7141593098640442,0.8885489702224731,12.095793724060059
20,3905,0.9343166351318359,2.1487925052642822,0.002306983107700944,0.06568330526351929,0.48527878522872925,4.850683212280273,0.0002104780578520149,0.03499530255794525,0.800000011920929,1.3827428817749023,1.3236082792282104,7.388998508453369,1.504072904586792,3.010746717453003,0.8818100094795227,2.756117582321167,0.003502034582197666,0.11819003522396088,0.7258167266845703,7.256178855895996,0.00019879289902746677,0.07570786774158478,0.800000011920929,0.9969135522842407,1.3788518905639648,1.3154979944229126,7.38893985748291,1.5015121698379517,3.0145068168640137,0.7094436883926392,0.8818100094795227,12.17815113067627
21,4091,0.9352927803993225,2.138465166091919,0.002269864547997713,0.0647072121500969,0.4811956286430359,4.810082912445068,0.00018732590251602232,0.0344231016933918,0.8999999761581421,1.3741358518600464,1.306411862373352,7.3890156745910645,1.5059361457824707,3.0264158248901367,0.8861544132232666,2.7038159370422363,0.0034664487466216087,0.11384565383195877,0.7026004195213318,7.024178504943848,0.00018255162285640836,0.07176163792610168,0.9000000357627869,0.9969135522842407,1.3688997030258179,1.2971793413162231,7.38905668258667,1.511098861694336,3.0409398078918457,0.7171040773391724,0.8861544132232666,11.573643684387207
22,4277,0.9357933402061462,2.126593828201294,0.002273142570629716,0.06420664489269257,0.47479429841041565,4.746151924133301,0.00017904903506860137,0.03390112891793251,1.0,1.3644003868103027,1.2877610921859741,7.389005184173584,1.5162593126296997,3.054903745651245,0.8870347142219543,2.71549391746521,0.00348936440423131,0.11296525597572327,0.7184621095657349,7.18297004699707,0.00016516078903805465,0.06829331070184708,1.0,0.9969135522842407,1.360994815826416,1.2780601978302002,7.38905668258667,1.519378900527954,3.059569835662842,0.7144498229026794,0.8870347142219543,11.95040225982666
23,4463,0.9392282366752625,2.0920331478118896,0.0022147789131850004,0.06077173724770546,0.4623279273509979,4.62163782119751,0.00016410782700404525,0.03169649466872215,1.0,1.3591138124465942,1.2729109525680542,7.389026165008545,1.5251734256744385,3.0764448642730713,0.8913599848747253,2.713200807571411,0.0034264822024852037,0.10864000767469406,0.7146368026733398,7.144820213317871,0.00015470405924133956,0.07191053032875061,1.0,0.9969135522842407,1.3569399118423462,1.2674775123596191,7.38905668258667,1.5314559936523438,3.090383291244507,0.7178910374641418,0.8913599848747253,11.848962783813477
24,4649,0.940906822681427,2.0690414905548096,0.0021864811424165964,0.05909324809908867,0.4532487988471985,4.530904293060303,0.00015829302719794214,0.03010196052491665,1.0,1.3544530868530273,1.2618902921676636,7.389019012451172,1.5388898849487305,3.1092357635498047,0.8901729583740234,2.7344677448272705,0.0034344769082963467,0.10982704162597656,0.7185264229774475,7.183652400970459,0.0001611695479368791,0.07384203374385834,1.0,0.9969135522842407,1.3518098592758179,1.2559607028961182,7.389005184173584,1.5449835062026978,3.126439094543457,0.7162449359893799,0.8901729583740234,11.960990905761719
25,4835,0.9421991109848022,2.059248447418213,0.0021521628368645906,0.05780085548758507,0.4506570100784302,4.505058765411377,0.0001511411101091653,0.029531344771385193,1.0,1.3492087125778198,1.249854326248169,7.389011859893799,1.5506552457809448,3.148146867752075,0.8883780241012573,2.7788474559783936,0.0034957164898514748,0.11162196099758148,0.7337000966072083,7.335605144500732,0.00013957827468402684,0.07774094492197037,1.0,0.9969135522842407,1.3464916944503784,1.243515968322754,7.389047622680664,1.5523724555969238,3.1638200283050537,0.7125005722045898,0.8883780241012573,12.287379264831543
26,5021,0.9429229497909546,2.0498576164245605,0.0021297154016792774,0.05707705020904541,0.447132408618927,4.469969272613525,0.0001355332788079977,0.02892879769206047,1.0,1.3435368537902832,1.2370879650115967,7.389016628265381,1.5551722049713135,3.174175977706909,0.8884146213531494,2.772343873977661,0.003490781644359231,0.11158537864685059,0.720366358757019,7.202334880828857,0.00013277167454361916,0.08003857731819153,1.0,0.9969135522842407,1.340335488319397,1.2303757667541504,7.38905668258667,1.560232400894165,3.1946535110473633,0.7144864201545715,0.8884146213531494,12.046142578125
27,5207,0.9434300661087036,2.0389692783355713,0.002128040650859475,0.05656988546252251,0.44089657068252563,4.4076361656188965,0.00013292324729263783,0.02883521281182766,1.0,1.3369932174682617,1.223147988319397,7.389009952545166,1.567399263381958,3.2070353031158447,0.8883641362190247,2.74908709526062,0.003453325480222702,0.11163587123155594,0.7064599394798279,7.063377380371094,0.00012216391041874886,0.07723522186279297,1.0,0.9969135522842407,1.3334721326828003,1.2155753374099731,7.388909339904785,1.5691694021224976,3.2251532077789307,0.7172578573226929,0.8883641362190247,11.710883140563965
28,5393,0.9440596103668213,2.038017749786377,0.0021262499503791332,0.05594031140208244,0.4421144723892212,4.4198808670043945,0.00012639505439437926,0.028674259781837463,1.0,1.3296817541122437,1.207921028137207,7.389013290405273,1.5714646577835083,3.234950304031372,0.8875008225440979,2.7787280082702637,0.003442999441176653,0.11249921470880508,0.7242611646652222,7.241358280181885,0.00012526115460786968,0.0769677683711052,1.0,0.9969135522842407,1.3258312940597534,1.2000410556793213,7.38905668258667,1.570600152015686,3.2471885681152344,0.7133081555366516,0.8875008225440979,12.12295913696289
29,5579,0.9458072781562805,2.0134618282318115,0.0020587043836712837,0.05419272184371948,0.43165886402130127,4.315380096435547,0.00012085997150279582,0.027473710477352142,1.0,1.323778510093689,1.1958682537078857,7.389034271240234,1.5734134912490845,3.25386381149292,0.8888527750968933,2.77406644821167,0.003453533397987485,0.11114723235368729,0.7184538841247559,7.183370113372803,0.00011687368532875553,0.07831691950559616,1.0,0.9969135522842407,1.3217092752456665,1.1915441751480103,7.38905668258667,1.5779739618301392,3.263883352279663,0.7152325510978699,0.8888527750968933,11.98758316040039
30,5765,0.9470075368881226,2.0032591819763184,0.0020399687346071005,0.05299239978194237,0.42917686700820923,4.290585517883301,0.0001182775231427513,0.02668711356818676,1.0,1.319474220275879,1.186963438987732,7.389036178588867,1.580795168876648,3.2725095748901367,0.8881736993789673,2.803295612335205,0.003468481358140707,0.11182631552219391,0.7170824408531189,7.169679641723633,0.0001145341302617453,0.0859886184334755,1.0,0.9969135522842407,1.3171497583389282,1.182214379310608,7.38905668258667,1.5844663381576538,3.2842280864715576,0.7149533033370972,0.8881736993789673,11.972094535827637
31,5951,0.9471340179443359,1.999717116355896,0.002045634901151061,0.052865926176309586,0.4273419976234436,4.272278785705566,0.00011413523316150531,0.026576649397611618,1.0,1.3146501779556274,1.177308440208435,7.389033317565918,1.5884469747543335,3.2945950031280518,0.8877846598625183,2.797539234161377,0.003505490720272064,0.11221537739038467,0.715743362903595,7.156289100646973,0.00011446265125414357,0.0833529382944107,1.0,0.9969135522842407,1.31210458278656,1.17222261428833,7.38905668258667,1.590588092803955,3.301772356033325,0.7147287726402283,0.8877846598625183,11.971023559570312
32,6137,0.9476920366287231,1.9910461902618408,0.0020303118508309126,0.05230790749192238,0.4239560067653656,4.238454818725586,0.00011057955271098763,0.02602381817996502,1.0,1.3093852996826172,1.16695237159729,7.389036655426025,1.5930672883987427,3.3096463680267334,0.8853328824043274,2.820157289505005,0.0035176905803382397,0.11466715484857559,0.7111802697181702,7.1107330322265625,0.00010696492972783744,0.08867228031158447,1.0,0.9969135522842407,1.3065272569656372,1.1614166498184204,7.388986587524414,1.5956510305404663,3.3202385902404785,0.7140060663223267,0.8853328824043274,11.881077766418457
33,6323,0.9481384754180908,1.9905356168746948,0.002020860556513071,0.0518614761531353,0.42500951886177063,4.249011516571045,0.00010838884190889075,0.025900546461343765,1.0,1.3035037517547607,1.1556402444839478,7.389034748077393,1.5966808795928955,3.3292596340179443,0.8864966630935669,2.8173303604125977,0.0035102632828056812,0.11350332200527191,0.7149245738983154,7.148214817047119,0.0001031145584420301,0.08652551472187042,1.0,0.9969135522842407,1.3002713918685913,1.1496121883392334,7.38905668258667,1.5989117622375488,3.3369686603546143,0.7143802046775818,0.8864966630935669,11.919944763183594
34,6509,0.9491080045700073,1.98206627368927,0.001999783329665661,0.05089206248521805,0.42285680770874023,4.227497577667236,0.0001070513462764211,0.025302138179540634,1.0,1.2969120740890503,1.143478274345398,7.3890299797058105,1.6011826992034912,3.3490633964538574,0.8868091702461243,2.8105294704437256,0.0035391177516430616,0.11319088935852051,0.7102633714675903,7.101634979248047,9.979765309253708e-05,0.08576805889606476,1.0,0.9969135522842407,1.2933919429779053,1.137183427810669,7.38905668258667,1.6025397777557373,3.3585197925567627,0.7153524160385132,0.8868091702461243,11.826086044311523
35,6695,0.9494662284851074,1.973700761795044,0.0019766322802752256,0.05053374543786049,0.41847243905067444,4.183698654174805,0.00010258470138069242,0.025091053918004036,1.0,1.2915624380111694,1.1338911056518555,7.389041900634766,1.6027683019638062,3.3632853031158447,0.8856428861618042,2.8320887088775635,0.0035322171170264482,0.11435709148645401,0.7122348546981812,7.121369361877441,9.789135219762102e-05,0.08960579335689545,1.0,0.9969135522842407,1.289623737335205,1.1304670572280884,7.38905668258667,1.6051894426345825,3.368560314178467,0.7143619060516357,0.8856428861618042,11.860771179199219
36,6881,0.9500623941421509,1.9657999277114868,0.0019658301025629044,0.04993756487965584,0.4157893657684326,4.156899929046631,9.943209443008527e-05,0.024521546438336372,1.0,1.2875566482543945,1.126814603805542,7.3890461921691895,1.6070760488510132,3.3741447925567627,0.8869008421897888,2.8295834064483643,0.003498789854347706,0.11309915035963058,0.7147257924079895,7.146269798278809,9.880588913802058e-05,0.08842246979475021,1.0,0.9969135522842407,1.2854434251785278,1.123018741607666,7.38905668258667,1.608237862586975,3.3797993659973145,0.714653491973877,0.8869008421897888,11.91624927520752
